&id&tmp_id&attribute_ntp&color&amount
0&3&1&Color: color: 0&Wybierz kolor: 0&0
1&3&2&Color: color: 0&biały MD1288-3W (AZ1065): 0&4
2&3&3&Color: color: 0&czarny MD1288-3BL (AZ1064)  +30 zł: 0&6
3&3&4&Color: color: 0&czerwony MD1288-3RED (AZ1066)  +30 zł: 0&10
4&4&1&Color: color: 0&Wybierz kolor: 0&0
5&4&2&Color: color: 0&dymiony 8380: 0&3
6&4&3&Color: color: 0&złoty 8381: 0&10
7&8&1&Color: color: 0&Wybierz kolor: 0&0
8&8&2&Color: color: 0&300 Czarny: 0&2
9&8&3&Color: color: 0&301 Srebrny: 0&6
10&9&1&Color: color: 0&Wybierz kolor: 0&0
11&9&2&Color: color: 0&Biały 8801: 0&10
12&9&3&Color: color: 0&Biały z kablem czerwonym 6342 : 0&6
13&9&4&Color: color: 0&Czarny 6344: 0&7
14&17&1&Color: color: 0&Wybierz kolor: 0&0
15&17&2&Color: color: 0&bursztynowy PND-112038-1-BRO+AMB: 0&10
16&17&3&Color: color: 0&dymiony PND-112038-1-BRO+SG: 0&9
17&18&1&Color: color: 0&Wybierz kolor: 0&0
18&18&2&Color: color: 0&bursztynowy PND-112038-3-BRO+AMB: 0&10
19&18&3&Color: color: 0&dymiony PND-112038-3-BRO+SG: 0&3
20&19&1&Color: color: 0&Wybierz kolor: 0&0
21&19&2&Color: color: 0&bursztynowy PND-112038-3A-BRO+AMB: 0&9
22&19&3&Color: color: 0&dymiony PND-112038-3A-BRO+SG: 0&10
23&26&1&Color: color: 0&Wybierz kolor: 0&0
24&26&2&Color: color: 0&4843 czarny wnętrze białe: 0&2
25&26&3&Color: color: 0&4844 czarny wnętrze złote : 0&2
26&27&1&Color: color: 0&Wybierz kolor: 0&0
27&27&2&Color: color: 0&Concrete 5531: 0&2
28&27&3&Color: color: 0&Graphite 5530: 0&1
29&27&4&Color: color: 0&White 5528: 0&9
30&28&1&Color: color: 0&Wybierz kolor: 0&0
31&28&2&Color: color: 0&biały AZ3129: 0&5
32&28&3&Color: color: 0&czarny AZ3128: 0&8
33&28&4&Color: color: 0&szampański AZ3130  +20 zł: 0&2
34&29&1&Color: color: 0&Wybierz kolor: 0&0
35&29&2&Color: color: 0&biały AZ3403: 0&8
36&29&3&Color: color: 0&czarny AZ3402: 0&1
37&29&4&Color: color: 0&szampański AZ3404  +40 zł: 0&1
38&30&1&Color: color: 0&Wybierz kolor: 0&0
39&30&2&Color: color: 0&biały AZ3406: 0&9
40&30&3&Color: color: 0&czarny AZ3405: 0&1
41&30&4&Color: color: 0&szampański AZ3407  +50 zł: 0&7
42&32&1&Color: color: 0&Wybierz kolor: 0&0
43&32&2&Color: color: 0&biały MA01986CA-00101: 0&9
44&32&3&Color: color: 0&chrom MA01986C-001-01  +254 zł: 0&5
45&32&4&Color: color: 0&satyna MA01986CF-00101  +254 zł: 0&2
46&37&1&Color: color: 0&Wybierz kolor: 0&0
47&37&2&Color: color: 0&biały AZ3354: 0&4
48&37&3&Color: color: 0&czarny AZ3353: 0&5
49&40&1&Color: color: 0&Wybierz kolor: 0&0
50&40&2&Color: color: 0&czarny AZ3170: 0&6
51&40&3&Color: color: 0&złoty AZ3171  +30 zł: 0&3
52&54&1&Color: color: 0&Wybierz kolor: 0&0
53&54&2&Color: color: 0&biały: 0&4
54&54&3&Color: color: 0&czarny: 0&2
55&54&4&Color: color: 0&czerwony: 0&3
56&57&1&Color: color: 0&Wybierz kolor: 0&0
57&57&2&Color: color: 0&Biały 6640: 0&3
58&57&3&Color: color: 0&Czarny 6641  +10 zł: 0&10
59&68&1&Color: color: 0&Wybierz kolor: 0&0
60&68&2&Color: color: 0&beżowy AZ2406: 0&5
61&68&3&Color: color: 0&szary AZ2405: 0&8
62&75&1&Color: color: 0&Wybierz kolor: 0&0
63&75&2&Color: color: 0&biały MLP5445: 0&1
64&75&3&Color: color: 0&czarny MLP5458: 0&8
65&91&1&Color: color: 0&Wybierz kolor: 0&0
66&91&2&Color: color: 0&biały 8268: 0&10
67&91&3&Color: color: 0&czarny 8263: 0&3
68&92&1&Color: color: 0&Wybierz kolor: 0&0
69&92&2&Color: color: 0&biały 8270: 0&3
70&92&3&Color: color: 0&czarny 8264: 0&3
71&93&1&Color: color: 0&Wybierz kolor: 0&0
72&93&2&Color: color: 0&biały 8272: 0&1
73&93&3&Color: color: 0&czarny 8266: 0&1
74&94&1&Color: color: 0&Wybierz kolor: 0&0
75&94&2&Color: color: 0&biały 8267: 0&6
76&94&3&Color: color: 0&czarny 8262: 0&1
77&112&1&Color: color: 0&Wybierz kolor: 0&0
78&112&2&Color: color: 0&biały 7791: 0&2
79&112&3&Color: color: 0&czarny 7790: 0&10
80&114&1&Color: color: 0&Wybierz kolor: 0&0
81&114&2&Color: color: 0&Biały 6492: 0&1
82&114&3&Color: color: 0&Czarny 6505: 0&1
83&114&4&Color: color: 0&Grafit 6498: 0&9
84&118&1&Color: color: 0&Wybierz kolor: 0&0
85&118&2&Color: color: 0&biały MLP6273: 0&2
86&118&3&Color: color: 0&czarny MLP6277: 0&4
87&119&1&Color: color: 0&Wybierz kolor: 0&0
88&119&2&Color: color: 0&biały MLP5405: 0&5
89&119&3&Color: color: 0&czarny MLP5400: 0&5
90&120&1&Color: color: 0&Wybierz kolor: 0&0
91&120&2&Color: color: 0&biały MLP6281: 0&10
92&120&3&Color: color: 0&czarny MLP6285: 0&2
93&126&1&Color: color: 0&Wybierz kolor: 0&0
94&126&2&Color: color: 0&biały: 0&2
95&126&3&Color: color: 0&czarny: 0&7
96&127&1&Color: color: 0&Wybierz kolor: 0&0
97&127&2&Color: color: 0&biały: 0&6
98&127&3&Color: color: 0&czarny: 0&6
99&128&1&Color: color: 0&Wybierz kolor: 0&0
100&128&2&Color: color: 0&biały: 0&7
101&128&3&Color: color: 0&czarny: 0&5
102&129&1&Color: color: 0&Wybierz kolor: 0&0
103&129&2&Color: color: 0&biały: 0&4
104&129&3&Color: color: 0&czarny: 0&6
105&139&1&Color: color: 0&Wybierz kolor: 0&0
106&139&2&Color: color: 0&biały: 0&9
107&139&3&Color: color: 0&czarny: 0&4
108&140&1&Color: color: 0&Wybierz kolor: 0&0
109&140&2&Color: color: 0&biały: 0&8
110&140&3&Color: color: 0&czarny: 0&5
111&141&1&Color: color: 0&Wybierz kolor: 0&0
112&141&2&Color: color: 0&biały: 0&4
113&141&3&Color: color: 0&czarny: 0&1
114&142&1&Color: color: 0&Wybierz kolor: 0&0
115&142&2&Color: color: 0&biały: 0&4
116&142&3&Color: color: 0&czarny: 0&10
117&163&1&Color: color: 0&Wybierz kolor: 0&0
118&163&2&Color: color: 0&biały 7993: 0&10
119&163&3&Color: color: 0&czarny 7994: 0&2
120&163&4&Color: color: 0&mosiądz 7995  +64 zł: 0&7
121&164&1&Color: color: 0&Wybierz kolor: 0&0
122&164&2&Color: color: 0&biały 8073: 0&3
123&164&3&Color: color: 0&czarny 8072: 0&2
124&164&4&Color: color: 0&mosiądz 8074  +60 zł: 0&8
125&168&1&Color: color: 0&Wybierz kolor: 0&0
126&168&2&Color: color: 0&biały 8048: 0&5
127&168&3&Color: color: 0&czarny 8047: 0&9
128&168&4&Color: color: 0&mosiądz 8308  +40 zł: 0&9
129&170&1&Color: color: 0&Wybierz kolor: 0&0
130&170&2&Color: color: 0&biały 8271: 0&4
131&170&3&Color: color: 0&czarny 8265: 0&4
132&176&1&Color: color: 0&Wybierz kolor: 0&0
133&176&2&Color: color: 0&biały K-4196: 0&3
134&176&3&Color: color: 0&czarny K-4236: 0&2
135&177&1&Color: color: 0&Wybierz kolor: 0&0
136&177&2&Color: color: 0&biały K-4197: 0&1
137&177&3&Color: color: 0&czarny K-4237: 0&3
138&178&1&Color: color: 0&Wybierz kolor: 0&0
139&178&2&Color: color: 0&biały K-4206: 0&4
140&178&3&Color: color: 0&czarny K-4246: 0&7
141&179&1&Color: color: 0&Wybierz kolor: 0&0
142&179&2&Color: color: 0&biały K-4207: 0&7
143&179&3&Color: color: 0&czarny K-4247: 0&4
144&182&1&Color: color: 0&Wybierz kolor: 0&0
145&182&2&Color: color: 0&chrom: 0&6
146&182&3&Color: color: 0&złoty szampański  +27 zł: 0&1
147&183&1&Color: color: 0&Wybierz kolor: 0&0
148&183&2&Color: color: 0&biały: 0&1
149&183&3&Color: color: 0&chrom  +6 zł: 0&3
150&183&4&Color: color: 0&czarny: 0&10
151&191&1&Color: color: 0&Wybierz kolor: 0&0
152&191&2&Color: color: 0&biały: 0&1
153&191&3&Color: color: 0&czarny: 0&7
154&205&1&Color: color: 0&Wybierz kolor: 0&0
155&205&2&Color: color: 0&biały MLP8961: 0&8
156&205&3&Color: color: 0&czarny MLP8966: 0&7
157&211&1&Color: color: 0&Wybierz rodzaj abażuru: 0&5
158&211&2&Color: color: 0&owalny AZ2419/2421: 0&9
159&211&3&Color: color: 0&prostokątny AZ2419/2420: 0&8
160&212&1&Color: color: 0&Wybierz rodzaj abażura: 0&9
161&212&2&Color: color: 0&owalny AZ2418/2421: 0&4
162&212&3&Color: color: 0&prostokątny AZ2418/2420: 0&6
163&213&1&Color: color: 0&Wybierz kolor: 0&0
164&213&2&Color: color: 0&dymiony 9154: 0&3
165&213&3&Color: color: 0&złoty 9155  +10 zł: 0&10
166&217&1&Color: color: 0&Wybierz kolor: 0&0
167&217&2&Color: color: 0&biały AZ2853: 0&2
168&217&3&Color: color: 0&czarny AZ2852: 0&9
